Recency,Frequency,Monetary,customer_id,Cluster
519,1,14.37,7094,1
519,1,10.97,7095,1
375,3,97.0,7096,1
383,4,125.87,7097,1
114,3,48.73,7098,0
518,1,54.47,7099,1
518,1,12.49,7100,1
359,4,330.62,7101,0
283,9,267.79,7102,0
231,3,116.68,7103,0
487,2,97.61,7104,1
518,1,15.7,7105,1
518,1,37.47,7106,1
146,7,151.85,7107,0
518,1,14.96,7108,1
518,1,25.37,7109,1
518,1,14.79,7110,1
351,5,354.42,7111,0
518,1,28.99,7112,1
162,6,144.03,7113,0
518,1,6.79,7114,1
514,1,15.36,7115,1
374,2,23.54,7116,1
505,2,73.03,7117,1
507,2,47.849999999999994,7118,1
148,2,111.37,7119,0
66,10,332.38,7120,0
518,1,11.77,7121,1
461,2,49.47,7122,1
328,3,83.2,7123,1
518,1,29.58,7124,1
518,1,11.77,7125,1
477,2,57.760000000000005,7126,1
477,2,68.62,7127,1
62,8,151.14,7128,0
518,1,13.97,7129,1
30,7,388.53999999999996,7130,0
267,2,146.6,7131,0
495,1,13.97,7132,1
518,1,37.51,7133,1
518,1,23.54,7134,1
375,2,32.769999999999996,7135,1
518,1,32.29,7136,1
518,1,10.0,7137,1
78,4,151.52,7138,0
104,10,257.24,7139,0
518,1,99.76,7140,1
518,1,44.69,7141,1
250,4,54.69,7142,0
518,1,21.76,7143,1
60,7,1498.21,7144,0
64,102,2079.39,7145,2
518,1,40.7,7146,1
346,2,174.6,7147,1
203,7,400.16,7148,0
518,1,11.77,7149,1
518,1,17.76,7150,1
57,5,158.94,7151,0
357,7,545.47,7152,0
518,1,62.9,7153,1
276,3,126.33999999999999,7154,0
112,3,125.45,7155,0
518,1,34.75,7156,1
393,2,82.2,7157,1
518,1,58.31,7158,1
518,1,26.14,7159,1
75,2,23.259999999999998,7160,0
518,1,18.99,7161,1
375,2,21.75,7162,1
518,1,382.62,7163,1
287,2,37.67,7164,1
497,2,29.92,7165,1
303,2,98.55,7166,1
518,1,30.32,7167,1
411,2,74.80000000000001,7168,1
518,1,14.96,7169,1
107,3,81.34,7170,0
518,1,46.48,7171,1
18,4,88.68,7172,0
219,6,250.95,7173,0
490,2,27.96,7174,1
518,1,14.37,7175,1
42,10,247.64,7176,0
162,11,270.85,7177,0
518,1,11.77,7178,1
485,3,45.72,7179,1
518,1,5.99,7180,1
518,1,16.36,7181,1
180,5,159.46,7182,0
518,1,14.37,7183,1
516,1,34.36,7184,1
518,2,29.33,7185,1
404,3,88.63,7186,1
216,2,34.26,7187,0
357,3,47.620000000000005,7188,1
518,1,23.76,7189,1
518,1,5.78,7190,1
518,1,51.96,7191,1
518,1,6.79,7192,1
57,13,260.83,7193,0
5,3,48.75,7194,0
518,1,33.52,7195,1
322,3,100.72,7196,1
208,3,78.1,7197,0
518,1,28.74,7198,1
197,3,56.3,7199,0
218,2,26.759999999999998,7200,0
518,1,14.79,7201,1
518,1,13.97,7202,1
11,27,952.75,7203,2
322,2,23.259999999999998,7204,1
335,2,59.239999999999995,7205,1
136,2,42.34,7206,0
518,1,29.99,7207,1
517,1,83.19,7208,1
463,2,49.98,7209,1
518,1,15.36,7210,1
518,1,15.76,7211,1
518,1,23.54,7212,1
26,15,374.14,7213,0
518,1,36.54,7214,1
83,3,122.64,7215,0
518,1,31.54,7216,1
453,3,121.13,7217,1
518,1,11.77,7218,1
518,1,14.96,7219,1
518,1,14.96,7220,1
518,1,11.77,7221,1
67,10,171.8,7222,0
518,1,36.5,7223,1
517,1,52.08,7224,1
469,3,45.28,7225,1
518,1,10.77,7226,1
405,2,34.95,7227,1
518,1,115.94,7228,1
98,4,45.24,7229,0
518,1,24.54,7230,1
518,1,24.99,7231,1
19,8,339.7,7232,0
304,2,75.61,7233,1
161,2,23.950000000000003,7234,0
518,1,11.77,7235,1
207,3,98.69999999999999,7236,0
518,1,20.74,7237,1
518,1,10.97,7238,1
518,1,37.74,7239,1
173,2,30.479999999999997,7240,0
27,3,49.04,7241,0
518,1,38.9,7242,1
518,1,100.32,7243,1
518,1,14.96,7244,1
518,1,13.97,7245,1
13,6,1570.67,7246,0
518,1,27.73,7247,1
518,1,15.7,7248,1
475,1,28.56,7249,1
174,5,476.1,7250,0
518,1,15.99,7251,1
330,2,61.06,7252,1
518,1,35.77,7253,1
232,2,73.22999999999999,7254,0
426,2,25.88,7255,1
43,6,172.37,7256,0
518,1,24.99,7257,1
518,1,14.99,7258,1
53,3,203.24,7259,0
518,1,27.94,7260,1
518,1,10.97,7261,1
272,2,20.48,7262,1
518,1,25.99,7263,1
306,3,53.51,7264,1
26,8,173.54,7265,0
518,1,131.16,7266,1
518,1,11.77,7267,1
518,1,13.97,7268,1
456,3,82.51,7269,1
207,3,199.41,7270,0
518,1,20.99,7271,1
245,4,182.33999999999997,7272,0
205,3,79.95,7273,0
8,26,775.26,7274,0
101,2,67.59,7275,0
518,1,19.99,7276,1
518,1,26.99,7277,1
518,1,19.99,7278,1
518,1,19.99,7279,1
61,3,89.8,7280,0
518,1,19.99,7281,1
518,1,3.99,7282,1
92,3,151.8,7283,0
9,4,50.22,7284,0
518,1,11.97,7285,1
518,1,9.99,7286,1
518,1,83.16,7287,1
518,1,11.77,7288,1
118,3,105.1,7289,0
504,1,89.4,7290,1
36,4,436.04,7291,0
170,2,75.94999999999999,7292,0
518,1,19.99,7293,1
109,3,86.42,7294,0
488,2,95.19,7295,1
482,2,80.03,7296,1
518,1,46.37,7297,1
24,2,102.25,7298,0
280,2,19.78,7299,1
42,8,112.02,7300,0
518,1,14.96,7301,1
518,1,23.54,7302,1
518,1,14.96,7303,1
186,3,43.92,7304,0
476,2,36.93,7305,1
257,9,636.25,7306,0
34,3,96.38,7307,0
388,3,41.71,7308,1
59,6,397.42,7309,0
49,2,155.64000000000001,7310,0
518,1,19.99,7311,1
518,1,20.99,7312,1
518,1,32.6,7313,1
336,3,60.31,7314,1
518,2,47.480000000000004,7315,1
75,3,51.68,7316,0
518,1,68.67,7317,1
518,1,13.97,7318,1
517,1,61.24,7319,1
518,1,18.99,7320,1
62,4,79.3,7321,0
168,4,92.02,7322,0
100,22,827.28,7323,0
518,1,11.77,7324,1
518,1,13.97,7325,1
306,4,72.66,7326,1
65,4,161.03,7327,0
518,1,14.96,7328,1
61,9,566.51,7329,0
518,1,16.36,7330,1
510,2,27.13,7331,1
518,1,15.76,7332,1
365,3,287.9,7333,1
518,1,14.37,7334,1
506,1,17.3,7335,1
445,2,230.07999999999998,7336,1
43,5,94.66,7337,0
183,8,129.67,7338,0
504,2,65.87,7339,1
518,1,9.98,7340,1
518,1,14.37,7341,1
510,2,113.71000000000001,7342,1
149,3,55.15,7343,0
490,1,16.7,7344,1
171,2,39.410000000000004,7345,0
518,1,14.37,7346,1
48,5,90.57,7347,0
518,1,35.8,7348,1
110,2,87.64999999999999,7349,0
509,1,13.97,7350,1
477,2,45.9,7351,1
60,3,77.78,7352,0
518,1,31.99,7353,1
471,2,170.85,7354,1
44,3,44.32,7355,0
513,3,85.99,7356,1
518,1,19.99,7357,1
20,3,106.13,7358,0
142,11,327.66999999999996,7359,0
504,1,37.31,7360,1
518,1,36.48,7361,1
251,4,120.35000000000001,7362,0
109,2,63.15,7363,0
518,1,46.72,7364,1
516,2,44.36,7365,1
98,2,214.01,7366,0
493,2,47.98,7367,1
479,3,61.66,7368,1
423,3,42.28,7369,1
517,1,11.97,7370,1
516,2,30.33,7371,1
517,1,15.76,7372,1
487,2,35.14,7373,1
79,4,61.0,7374,0
230,5,82.44,7375,0
517,1,13.97,7376,1
66,16,545.68,7377,0
337,2,69.44,7378,1
517,1,14.37,7379,1
505,2,44.94,7380,1
517,1,56.69,7381,1
22,3,54.949999999999996,7382,0
128,4,169.75,7383,0
357,2,233.06,7384,1
62,2,63.95,7385,0
517,1,13.99,7386,1
517,1,28.33,7387,1
517,1,15.36,7388,1
485,2,28.950000000000003,7389,1
517,1,15.36,7390,1
196,13,794.28,7391,0
517,1,14.79,7392,1
38,11,310.12,7393,0
517,1,49.68,7394,1
116,3,174.15,7395,0
517,1,58.59,7396,1
517,1,80.78,7397,1
515,1,26.94,7398,1
67,7,131.79,7399,0
517,1,13.97,7400,1
517,1,33.13,7401,1
288,4,64.74,7402,0
251,2,155.95,7403,0
28,2,25.48,7404,0
233,4,279.67,7405,0
517,1,72.99,7406,1
517,1,19.99,7407,1
517,1,41.52,7408,1
439,2,24.75,7409,1
517,1,26.94,7410,1
54,6,211.68,7411,0
517,1,161.47,7412,1
517,1,14.3,7413,1
473,4,122.50999999999999,7414,1
185,6,311.14,7415,0
509,1,51.38,7416,1
425,2,177.99,7417,1
512,1,27.73,7418,1
504,1,11.97,7419,1
260,4,64.71,7420,0
181,3,122.38,7421,0
517,1,21.99,7422,1
482,1,25.54,7423,1
234,3,69.87,7424,0
517,1,40.9,7425,1
34,18,878.11,7426,0
230,4,309.42999999999995,7427,0
100,2,28.35,7428,0
517,1,35.76,7429,1
290,2,27.48,7430,1
405,3,33.85,7431,1
517,1,11.77,7432,1
517,1,30.73,7433,1
203,4,342.66,7434,0
414,4,173.20999999999998,7435,1
235,2,77.56,7436,0
517,1,43.14,7437,1
517,1,13.97,7438,1
453,2,82.77,7439,1
517,1,15.96,7440,1
63,5,147.64999999999998,7441,0
516,1,15.36,7442,1
34,7,201.01,7443,0
517,1,38.9,7444,1
517,1,14.37,7445,1
346,3,93.67,7446,1
514,2,38.5,7447,1
517,1,69.98,7448,1
489,2,49.519999999999996,7449,1
61,11,258.71999999999997,7450,0
461,2,26.14,7451,1
29,9,577.21,7452,0
28,2,140.15,7453,0
517,1,28.74,7454,1
28,2,60.97,7455,0
115,2,49.980000000000004,7456,0
210,2,28.36,7457,0
16,4,109.67999999999999,7458,0
331,2,49.31,7459,1
513,2,44.37,7460,1
46,12,443.21,7461,0
517,1,12.49,7462,1
13,6,142.1,7463,0
517,1,20.99,7464,1
517,1,43.54,7465,1
517,1,9.97,7466,1
445,2,51.29,7467,1
432,2,112.0,7468,1
83,12,384.22,7469,0
20,28,765.79,7470,0
52,14,419.44,7471,0
210,3,40.82,7472,0
502,2,20.549999999999997,7473,1
517,1,49.96,7474,1
517,1,14.37,7475,1
517,1,13.97,7476,1
265,2,73.97,7477,1
517,1,14.99,7478,1
471,2,40.5,7479,1
474,2,82.57000000000001,7480,1
344,3,55.68,7481,1
396,4,130.39,7482,1
517,1,12.97,7483,1
517,1,25.76,7484,1
3,9,189.26,7485,0
517,1,11.77,7486,1
50,5,298.52,7487,0
516,1,8.97,7488,1
517,1,19.99,7489,1
152,3,23.35,7490,0
517,1,15.36,7491,1
512,1,25.74,7492,1
383,3,70.83,7493,1
36,5,194.31,7494,0
227,5,161.81,7495,0
187,3,63.99,7496,0
511,2,67.47,7497,1
27,4,62.28,7498,0
20,2,52.96,7499,0
517,1,19.99,7500,1
517,1,29.98,7501,1
517,1,15.36,7502,1
517,1,14.79,7503,1
517,1,20.3,7504,1
234,4,123.84,7505,0
195,3,97.63,7506,0
517,1,11.77,7507,1
175,2,41.47,7508,0
515,1,76.96,7509,1
516,1,146.48,7510,1
517,1,23.74,7511,1
73,6,129.51,7512,0
2,12,220.45,7513,0
113,6,252.23,7514,0
73,5,150.76999999999998,7515,0
77,10,545.22,7516,0
505,2,44.73,7517,1
517,1,12.77,7518,1
514,2,23.96,7519,1
516,1,14.96,7520,1
517,1,44.95,7521,1
517,1,123.32,7522,1
421,3,65.63,7523,1
218,8,262.58,7524,0
517,1,8.78,7525,1
200,8,498.01,7526,0
517,1,58.73,7527,1
517,1,29.99,7528,1
517,1,33.8,7529,1
517,1,27.94,7530,1
517,1,39.98,7531,1
517,1,25.74,7532,1
27,12,920.85,7533,0
342,2,97.75999999999999,7534,1
117,15,368.99,7535,0
449,3,180.8,7536,1
510,2,40.53,7537,1
78,10,200.07,7538,0
274,8,268.83,7539,0
6,3,134.72,7540,0
62,7,91.27000000000001,7541,0
416,5,133.07999999999998,7542,1
512,2,27.14,7543,1
101,6,228.64,7544,0
517,1,14.37,7545,1
460,3,97.56,7546,1
517,1,10.77,7547,1
232,6,127.88,7548,0
484,2,81.16,7549,1
517,1,49.27,7550,1
327,3,198.46,7551,1
101,2,30.85,7552,0
517,1,40.48,7553,1
514,2,30.92,7554,1
33,4,93.34,7555,0
517,1,14.96,7556,1
91,2,41.95,7557,0
517,1,96.37,7558,1
26,4,114.92,7559,0
517,1,4.79,7560,1
117,3,48.44,7561,0
55,4,458.02000000000004,7562,0
517,1,24.73,7563,1
143,6,85.47,7564,0
517,1,44.1,7565,1
85,3,73.38,7566,0
517,1,28.53,7567,1
517,1,67.23,7568,1
514,2,27.94,7569,1
192,4,203.45000000000002,7570,0
140,12,863.24,7571,0
74,4,88.73,7572,0
509,1,43.32,7573,1
517,1,5.78,7574,1
508,2,102.47,7575,1
517,1,6.77,7576,1
517,1,30.31,7577,1
517,1,34.99,7578,1
517,1,67.47,7579,1
517,1,11.99,7580,1
487,1,83.37,7581,1
224,4,72.32,7582,0
517,1,45.1,7583,1
517,1,14.99,7584,1
183,4,146.79,7585,0
330,3,277.49,7586,1
213,9,126.95,7587,0
517,1,38.74,7588,1
244,5,201.25,7589,0
73,7,162.67000000000002,7590,0
93,7,268.33,7591,0
1,201,13990.93,7592,2
517,1,11.7,7593,1
75,3,62.96,7594,0
517,1,18.99,7595,1
49,11,438.48,7596,0
75,3,51.35,7597,0
517,1,12.49,7598,1
517,1,57.51,7599,1
114,8,251.86,7600,0
517,1,15.36,7601,1
456,2,26.73,7602,1
102,5,137.71,7603,0
403,3,148.63,7604,1
514,1,41.9,7605,1
496,1,50.94,7606,1
517,1,36.84,7607,1
517,1,16.99,7608,1
517,1,50.36,7609,1
517,1,23.97,7610,1
517,1,23.54,7611,1
495,2,40.269999999999996,7612,1
27,8,247.9,7613,0
517,1,15.9,7614,1
117,7,247.86,7615,0
517,1,14.99,7616,1
366,3,60.05,7617,1
517,1,6.79,7618,1
466,1,56.28,7619,1
334,3,35.71,7620,1
73,4,99.62,7621,0
517,1,70.95,7622,1
416,3,113.91,7623,1
517,1,11.77,7624,1
517,1,31.92,7625,1
517,1,12.97,7626,1
436,4,186.18,7627,1
270,3,65.69,7628,0
517,1,11.77,7629,1
517,1,11.77,7630,1
301,7,1084.11,7631,0
517,1,25.99,7632,1
517,1,14.37,7633,1
450,2,83.41,7634,1
517,1,11.77,7635,1
517,1,57.09,7636,1
517,1,22.96,7637,1
517,1,25.77,7638,1
517,1,14.96,7639,1
517,1,31.07,7640,1
517,1,12.49,7641,1
517,1,40.1,7642,1
517,1,70.62,7643,1
0,3,94.00999999999999,7644,0
54,3,32.75,7645,0
205,2,64.33,7646,0
517,1,26.14,7647,1
517,1,42.44,7648,1
238,8,534.27,7649,0
517,1,43.99,7650,1
512,1,12.99,7651,1
515,1,67.45,7652,1
512,2,92.43,7653,1
517,1,26.74,7654,1
517,1,45.09,7655,1
45,4,69.66,7656,0
517,1,11.77,7657,1
2,5,93.35,7658,0
205,2,27.36,7659,0
517,1,12.97,7660,1
517,1,27.13,7661,1
517,1,24.98,7662,1
517,1,56.69,7663,1
517,1,105.67,7664,1
517,1,6.79,7665,1
253,3,80.88,7666,0
517,1,69.03,7667,1
517,1,18.78,7668,1
517,1,12.77,7669,1
114,7,120.61,7670,0
517,1,32.72,7671,1
26,10,236.67000000000002,7672,0
42,3,38.35,7673,0
375,4,174.66000000000003,7674,1
517,1,30.13,7675,1
479,2,27.740000000000002,7676,1
16,6,168.43,7677,0
517,1,18.99,7678,1
288,2,34.48,7679,1
517,1,24.74,7680,1
196,6,233.16,7681,0
54,5,71.09,7682,0
272,2,70.26,7683,1
49,6,975.1,7684,0
517,1,46.68,7685,1
517,1,69.04,7686,1
509,1,35.2,7687,1
170,2,141.82999999999998,7688,0
517,1,14.96,7689,1
319,3,115.67,7690,1
398,6,326.78,7691,1
501,2,19.54,7692,1
517,1,14.96,7693,1
517,1,24.94,7694,1
107,4,64.56,7695,0
517,1,15.36,7696,1
198,8,302.52,7697,0
460,4,118.55,7698,1
517,1,67.97,7699,1
516,1,33.67,7700,1
513,1,13.97,7701,1
516,1,19.56,7702,1
507,2,39.5,7703,1
516,1,28.34,7704,1
447,2,52.75,7705,1
464,4,105.18,7706,1
516,1,14.37,7707,1
516,1,13.97,7708,1
516,1,15.76,7709,1
516,1,20.54,7710,1
65,5,87.67,7711,0
516,1,56.7,7712,1
44,14,1805.85,7713,2
176,3,87.18,7714,0
188,2,62.959999999999994,7715,0
516,1,73.65,7716,1
516,1,19.99,7717,1
516,1,11.77,7718,1
516,1,42.28,7719,1
97,2,56.260000000000005,7720,0
205,11,466.59,7721,0
516,1,19.54,7722,1
313,5,76.99,7723,1
516,1,19.99,7724,1
471,3,97.10999999999999,7725,1
251,2,234.12,7726,0
516,1,13.97,7727,1
32,9,214.17000000000002,7728,0
127,3,127.15,7729,0
425,6,447.7,7730,0
74,3,60.339999999999996,7731,0
110,5,179.15,7732,0
516,1,14.37,7733,1
9,10,470.83,7734,0
503,1,53.98,7735,1
516,1,17.7,7736,1
516,1,13.77,7737,1
480,2,120.26,7738,1
516,1,8.97,7739,1
122,8,248.13000000000002,7740,0
253,5,127.02,7741,0
516,1,12.49,7742,1
78,3,81.33,7743,0
116,2,27.689999999999998,7744,0
516,1,6.79,7745,1
516,1,12.97,7747,1
516,1,18.99,7748,1
516,1,74.48,7749,1
516,1,58.5,7750,1
424,2,40.22,7751,1
21,3,153.57,7752,0
282,2,119.91999999999999,7753,1
337,2,56.28,7754,1
489,1,7.99,7755,1
516,1,14.79,7756,1
477,2,76.22999999999999,7757,1
173,12,203.63,7758,0
516,1,15.36,7759,1
516,1,27.13,7760,1
507,2,74.61,7761,1
232,4,114.67,7762,0
516,1,51.48,7763,1
516,1,44.98,7764,1
400,3,101.05,7765,1
516,1,30.32,7766,1
516,1,26.99,7767,1
419,4,91.85000000000001,7768,1
516,1,41.5,7769,1
30,2,107.06,7770,0
516,1,19.99,7771,1
123,3,65.5,7772,0
516,1,57.98,7773,1
516,1,40.33,7774,1
262,2,84.88,7775,1
516,1,19.99,7776,1
446,2,52.870000000000005,7777,1
516,1,18.99,7778,1
334,3,185.31,7779,1
516,1,11.77,7780,1
516,1,305.48,7781,1
117,5,119.11,7782,0
516,1,33.4,7783,1
516,1,30.32,7784,1
368,8,252.65,7785,0
99,10,333.83,7786,0
516,1,24.99,7787,1
401,2,19.75,7788,1
516,1,12.77,7789,1
516,1,22.99,7790,1
18,20,443.62,7791,0
292,8,556.0699999999999,7792,0
516,1,11.77,7793,1
508,2,17.77,7794,1
56,3,68.56,7795,0
516,1,25.99,7796,1
221,3,89.32000000000001,7797,0
98,6,215.9,7798,0
516,1,14.96,7799,1
516,1,5.98,7800,1
13,15,1105.74,7801,0
516,1,12.49,7802,1
516,1,19.97,7803,1
106,2,220.79000000000002,7804,0
516,1,12.49,7805,1
140,2,63.099999999999994,7806,0
516,1,27.99,7807,1
511,1,39.51,7808,1
516,1,76.25,7809,1
516,1,23.54,7810,1
124,4,55.93,7811,0
516,1,22.99,7812,1
516,1,29.31,7813,1
489,1,5.99,7814,1
516,1,19.99,7815,1
403,2,120.03999999999999,7816,1
76,6,255.62,7817,0
516,1,9.99,7818,1
516,1,15.36,7819,1
516,1,29.33,7820,1
419,4,44.900000000000006,7821,1
230,7,104.03999999999999,7822,0
495,2,36.95,7823,1
55,2,26.34,7824,0
118,5,218.47,7825,0
91,4,88.74000000000001,7826,0
441,2,16.78,7827,1
134,2,126.0,7828,0
516,1,33.74,7829,1
516,1,40.73,7830,1
469,1,32.97,7831,1
516,1,13.97,7832,1
510,2,201.8,7833,1
49,6,207.0,7834,0
516,1,14.96,7835,1
516,1,66.84,7836,1
475,2,114.72999999999999,7837,1
178,5,71.61,7838,0
516,1,29.33,7839,1
85,6,138.36,7840,0
516,1,16.3,7841,1
516,1,59.52,7842,1
36,4,180.97,7843,0
516,1,21.99,7844,1
516,1,81.79,7845,1
516,1,30.0,7846,1
516,1,19.98,7847,1
447,3,56.25,7848,1
516,1,11.77,7849,1
30,10,240.38,7850,0
35,5,127.88999999999999,7851,0
15,6,92.4,7852,0
339,5,157.95999999999998,7853,1
83,14,575.43,7854,0
516,1,70.46,7855,1
53,5,650.49,7856,0
483,2,31.8,7857,1
516,1,13.97,7858,1
516,1,11.77,7859,1
516,1,15.76,7860,1
436,2,62.3,7861,1
507,1,32.7,7862,1
516,1,27.94,7863,1
516,1,13.97,7864,1
1,4,162.03,7865,0
515,1,96.99,7866,1
516,1,11.77,7867,1
160,5,130.78,7868,0
0,3,65.94,7869,0
516,1,86.56,7870,1
18,7,343.34000000000003,7871,0
516,1,13.97,7872,1
516,1,45.08,7873,1
191,3,65.24,7874,0
516,1,9.77,7875,1
225,2,26.25,7876,0
445,3,82.61000000000001,7877,1
516,1,30.32,7878,1
516,1,19.99,7879,1
426,3,76.03999999999999,7880,1
516,1,39.98,7881,1
516,1,14.96,7882,1
481,1,26.77,7883,1
516,1,24.54,7884,1
261,2,21.259999999999998,7885,1
501,2,31.32,7886,1
335,3,117.96,7887,1
516,1,14.37,7888,1
466,2,19.28,7889,1
516,1,22.74,7890,1
440,2,59.86,7891,1
21,8,113.46000000000001,7892,0
516,1,15.36,7893,1
516,1,17.9,7894,1
354,2,28.34,7895,1
516,1,61.3,7896,1
512,1,23.36,7898,1
74,5,111.66,7899,0
516,1,29.37,7900,1
238,13,895.4200000000001,7901,0
516,1,55.2,7902,1
516,1,11.77,7903,1
516,1,19.75,7904,1
516,1,14.37,7905,1
95,3,451.7,7906,0
473,2,37.51,7907,1
15,3,181.66,7908,0
516,1,20.99,7909,1
516,1,14.37,7910,1
509,2,47.510000000000005,7911,1
515,2,16.55,7912,1
474,2,59.06,7913,1
516,1,29.16,7914,1
371,2,223.72,7915,1
516,1,15.36,7916,1
125,5,99.81,7917,0
435,2,35.31,7918,1
437,2,41.74,7919,1
420,4,113.37,7920,1
516,1,9.99,7921,1
516,1,13.97,7922,1
236,3,104.15,7923,0
491,2,28.33,7924,1
510,2,30.31,7925,1
516,1,14.99,7926,1
23,3,51.379999999999995,7927,0
516,1,47.93,7928,1
516,1,47.1,7929,1
223,3,66.9,7930,0
17,62,6497.18,7931,2
516,1,39.53,7932,1
516,1,12.97,7933,1
510,1,35.77,7934,1
61,24,841.91,7935,0
516,1,23.99,7936,1
516,1,54.98,7937,1
156,3,94.86,7938,0
516,1,40.13,7939,1
516,1,26.99,7940,1
516,1,26.14,7941,1
516,1,14.37,7942,1
516,1,9.98,7943,1
8,5,68.69,7944,0
516,1,14.96,7945,1
516,1,10.77,7946,1
516,1,19.7,7947,1
516,1,16.0,7948,1
516,1,19.77,7949,1
516,1,11.77,7950,1
70,3,49.31,7951,0
516,1,12.97,7952,1
48,2,20.87,7953,0
516,1,14.37,7954,1
82,13,427.49,7955,0
65,7,379.47,7956,0
516,1,12.49,7957,1
358,2,33.519999999999996,7958,1
516,1,30.8,7959,1
516,1,19.99,7960,1
199,3,199.55,7961,0
380,2,77.2,7962,1
120,4,69.17,7963,0
483,2,74.22,7964,1
516,1,14.37,7965,1
102,2,176.82,7966,0
155,5,70.25,7967,0
12,3,59.61,7968,0
9,11,413.24,7969,0
516,1,24.77,7970,1
347,9,158.95,7971,0
255,3,76.85,7972,0
7,6,323.83,7973,0
396,4,98.55,7974,1
516,1,14.37,7975,1
516,1,9.98,7976,1
451,3,42.730000000000004,7977,1
516,1,14.39,7978,1
516,1,17.9,7979,1
31,6,71.94,7980,0
516,1,28.93,7981,1
516,1,21.97,7982,1
5,149,6973.07,7983,2
510,2,27.34,7984,1
133,3,63.019999999999996,7985,0
327,14,207.53,7986,0
516,1,54.43,7987,1
516,1,19.99,7988,1
516,1,51.27,7989,1
336,2,92.25,7990,1
60,13,1121.91,7991,0
286,2,43.48,7992,1
516,1,21.77,7993,1
73,3,35.83,7994,0
43,10,188.71,7995,0
513,1,85.58,7996,1
515,1,60.64,7997,1
516,1,60.73,7998,1
516,1,75.7,7999,1
132,2,61.28,8000,0
516,1,23.54,8001,1
516,1,28.7,8002,1
311,5,204.28,8003,0
357,2,148.32999999999998,8004,1
122,15,278.09999999999997,8005,0
406,2,54.35,8006,1
516,1,10.99,8007,1
205,8,736.77,8008,0
10,19,514.4,8009,0
56,5,66.41,8010,0
116,6,168.28,8011,0
515,1,14.96,8012,1
62,4,90.72,8013,0
446,2,75.3,8014,1
515,1,13.97,8015,1
515,1,13.97,8016,1
41,17,420.17,8017,0
515,1,20.99,8018,1
515,1,14.96,8019,1
507,1,15.36,8020,1
132,7,145.12,8021,0
0,3,389.44,8022,0
515,1,29.73,8023,1
515,1,26.73,8024,1
515,1,26.33,8025,1
202,2,68.39,8026,0
212,13,517.39,8027,0
515,1,13.98,8028,1
41,5,98.07,8029,0
372,2,23.950000000000003,8030,1
515,1,11.97,8031,1
166,10,383.34,8032,0
234,2,37.45,8033,0
515,1,41.1,8034,1
4,52,1708.9099999999999,8035,2
94,2,51.480000000000004,8036,0
18,4,623.3,8037,0
402,4,288.28999999999996,8038,1
515,1,88.7,8039,1
515,1,100.56,8040,1
22,3,57.46,8041,0
515,1,29.99,8042,1
515,1,76.21,8043,1
511,2,162.43,8044,1
515,1,23.54,8045,1
485,2,140.05,8046,1
477,1,12.49,8047,1
515,1,13.97,8048,1
89,8,243.09,8049,0
515,1,29.74,8050,1
14,5,162.84,8051,0
505,1,14.37,8052,1
125,7,133.81,8053,0
72,9,171.03,8054,0
408,2,42.69,8055,1
64,2,184.14999999999998,8056,0
160,7,240.2,8057,0
514,1,16.99,8058,1
515,1,46.51,8059,1
515,1,45.28,8060,1
515,1,37.51,8061,1
515,1,11.77,8062,1
43,3,53.739999999999995,8063,0
515,1,19.99,8064,1
515,1,13.97,8065,1
234,3,139.38,8066,0
1,6,196.07,8067,0
514,2,41.89,8068,1
515,2,41.98,8069,1
515,1,59.84,8070,1
505,1,10.97,8071,1
515,1,47.97,8072,1
418,3,45.67,8073,1
515,1,10.77,8074,1
354,2,62.69,8075,1
515,1,8.97,8076,1
194,5,71.2,8077,0
102,2,327.93,8078,0
515,1,47.97,8079,1
515,1,11.77,8080,1
505,1,39.75,8081,1
515,1,13.77,8082,1
314,4,74.65,8083,1
515,1,21.37,8084,1
515,1,9.98,8085,1
515,1,24.98,8086,1
515,1,15.9,8087,1
515,1,5.99,8088,1
169,4,96.18,8089,0
503,2,23.950000000000003,8090,1
119,16,295.86,8091,0
4,3,31.560000000000002,8092,0
430,2,114.8,8093,1
515,1,12.97,8094,1
202,8,305.01,8095,0
515,1,28.34,8096,1
267,2,36.47,8097,1
515,1,12.49,8098,1
479,3,151.88,8099,1
515,1,9.77,8100,1
19,4,185.4,8101,0
515,1,17.99,8102,1
515,1,42.9,8103,1
515,1,14.37,8104,1
99,3,313.88,8105,0
498,2,42.29,8106,1
211,5,146.69,8107,0
197,5,173.07999999999998,8108,0
515,1,37.91,8109,1
62,3,168.72,8110,0
515,1,76.8,8111,1
515,1,7.78,8112,1
257,2,21.259999999999998,8113,1
141,4,140.31,8114,0
515,1,14.96,8115,1
336,2,16.77,8116,1
306,2,97.78999999999999,8117,1
515,1,47.28,8118,1
515,1,11.77,8119,1
505,2,49.06,8120,1
93,7,382.08,8121,0
515,1,37.76,8122,1
515,1,81.47,8123,1
508,2,191.53,8124,1
19,33,901.89,8125,2
76,5,67.7,8126,0
242,4,45.129999999999995,8127,0
46,8,321.83,8128,0
515,1,14.37,8129,1
488,2,40.7,8130,1
515,1,47.73,8131,1
20,10,382.42,8132,0
57,8,292.65,8133,0
336,2,21.54,8134,1
515,1,14.97,8135,1
440,5,288.09,8136,1
506,2,24.46,8137,1
368,2,26.56,8138,1
515,1,11.77,8139,1
